[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[15:07:42]  READY OUTLET         : 7.28 sec
[15:07:45]  DISPENSE OUTLET         : 3.59 sec
[15:07:45]     STOP MEASURE :: 아이스 아메리카노
[15:07:45]     TAKT TIME :: 56.80 sec
[15:07:45]===============================================================



[15:07:46]===============================================================
[15:07:46]     START MEASURE :: 아이스 카페라떼
[15:07:46]---------------------------------------------------------------
[15:07:46]  START CUP           : 0.19 sec
[15:07:49]  READY CUP           : 3.47 sec
[15:07:52]  DISPENSE CUP        : 2.74 sec
[15:07:54]  START ICE           : 2.20 sec
[15:07:57]  READY ICE           : 2.18 sec
[15:08:00]  DISPENSE ICE        : 3.61 sec
[15:08:00]  START COFFEE         : 0.21 sec
[15:08:35]  DISPENSE COFFEE         : 35.00 sec
[15:08:36]  START OUTLET         : 0.19 sec
[15:08:41]  READY OUTLET         : 5.81 sec
[15:08:46]  DISPENSE OUTLET         : 4.26 sec
[15:08:46]     STOP MEASURE :: 아이스 카페라떼
[15:08:46]     TAKT TIME :: 59.87 sec
[15:08:46]===============================================================



[15:08:46]===============================================================
[15:08:46]     START MEASURE :: 아이스 카페라떼
[15:08:46]---------------------------------------------------------------
[15:08:46]  START CUP           : 0.21 sec
[15:08:49]  READY CUP           : 2.80 sec
[15:08:52]  DISPENSE CUP        : 2.87 sec
[15:08:54]  START ICE           : 1.79 sec
[15:08:56]  READY ICE           : 2.14 sec
[15:08:59]  DISPENSE ICE        : 3.46 sec
[15:08:59]  START COFFEE         : 0.20 sec
[15:09:33]  DISPENSE COFFEE         : 33.95 sec
[15:09:34]  START OUTLET         : 0.20 sec
[15:09:41]  READY OUTLET         : 7.21 sec
[15:09:44]  DISPENSE OUTLET         : 3.61 sec
[15:09:44]     STOP MEASURE :: 아이스 카페라떼
[15:09:44]     TAKT TIME :: 58.42 sec
[15:09:44]===============================================================



[15:09:45]===============================================================
[15:09:45]     START MEASURE :: 아이스 아메리카노
[15:09:45]---------------------------------------------------------------
[15:09:45]  START CUP           : 0.20 sec
[15:09:48]  READY CUP           : 3.54 sec
[15:09:51]  DISPENSE CUP        : 2.80 sec
[15:09:53]  START ICE           : 2.20 sec
[15:09:56]  READY ICE           : 2.18 sec
[15:10:00]  DISPENSE ICE        : 4.48 sec
[15:10:00]  START COFFEE         : 0.20 sec
[15:10:32]  DISPENSE COFFEE         : 32.20 sec
[15:10:33]  START OUTLET         : 0.20 sec
[15:10:39]  READY OUTLET         : 5.94 sec
[15:10:43]  DISPENSE OUTLET         : 4.40 sec
[15:10:43]     STOP MEASURE :: 아이스 아메리카노
[15:10:43]     TAKT TIME :: 58.34 sec
[15:10:43]===============================================================



[15:10:43]===============================================================
[15:10:43]     START MEASURE :: 레몬에이드
[15:10:43]---------------------------------------------------------------
[15:10:43]  START CUP           : 0.20 sec
[15:10:46]  READY CUP           : 2.80 sec
[15:10:49]  DISPENSE CUP        : 2.80 sec
[15:10:51]  START ICE           : 1.80 sec
[15:10:53]  READY ICE           : 2.13 sec
[15:10:56]  DISPENSE ICE        : 3.47 sec
[15:10:57]  START SYRUP         : 0.21 sec
[15:11:00]  READY SYRUP         : 3.21 sec
[15:11:01]  DISPENSE SYRUP         : 0.79 sec
[15:11:01]  START SYRUP         : 0.21 sec
[15:11:01]  READY SYRUP         : 0.53 sec
[15:11:03]  DISPENSE SYRUP         : 1.66 sec
[15:11:03]  START OUTLET         : 0.20 sec
[15:11:12]  READY OUTLET         : 8.54 sec
[15:11:15]  DISPENSE OUTLET         : 3.61 sec
[15:11:15]     STOP MEASURE :: 레몬에이드
[15:11:15]     TAKT TIME :: 32.14 sec
[15:11:15]===============================================================



[15:11:16]===============================================================
[15:11:16]     START MEASURE :: 아이스 아메리카노
[15:11:16]---------------------------------------------------------------
[15:11:16]  START CUP           : 0.20 sec
[15:11:19]  READY CUP           : 3.54 sec
[15:11:22]  DISPENSE CUP        : 2.79 sec
[15:11:24]  START ICE           : 2.22 sec
[15:11:27]  READY ICE           : 2.18 sec
[15:11:31]  DISPENSE ICE        : 4.46 sec
[15:11:31]  START COFFEE         : 0.20 sec
[15:12:04]  DISPENSE COFFEE         : 32.34 sec
[15:12:04]  START OUTLET         : 0.19 sec
[15:12:11]  READY OUTLET         : 6.80 sec
[15:12:15]  DISPENSE OUTLET         : 4.29 sec
[15:12:15]     STOP MEASURE :: 아이스 아메리카노
[15:12:15]     TAKT TIME :: 59.22 sec
[15:12:15]===============================================================



[15:12:15]===============================================================
[15:12:15]     START MEASURE :: 탄산수
[15:12:15]---------------------------------------------------------------
[15:12:15]  START CUP           : 0.20 sec
[15:12:18]  READY CUP           : 2.79 sec
[15:12:21]  DISPENSE CUP        : 2.80 sec
[15:12:23]  START ICE           : 1.67 sec
[15:12:25]  READY ICE           : 2.14 sec
[15:12:28]  DISPENSE ICE        : 3.46 sec
[15:12:28]  START SYRUP         : 0.20 sec
[15:12:32]  READY SYRUP         : 3.20 sec
[15:12:33]  DISPENSE SYRUP         : 1.34 sec
[15:12:33]  START OUTLET         : 0.20 sec
[15:12:42]  READY OUTLET         : 8.60 sec
[15:12:45]  DISPENSE OUTLET         : 3.61 sec
[15:12:45]     STOP MEASURE :: 탄산수
[15:12:45]     TAKT TIME :: 30.21 sec
[15:12:45]===============================================================



[15:12:46]===============================================================
[15:12:46]     START MEASURE :: 아이스 아메리카노
[15:12:46]---------------------------------------------------------------
[15:12:46]  START CUP           : 0.20 sec
[15:12:49]  READY CUP           : 3.54 sec
[15:12:52]  DISPENSE CUP        : 2.66 sec
[15:12:54]  START ICE           : 2.20 sec
[15:12:56]  READY ICE           : 2.14 sec
[15:13:01]  DISPENSE ICE        : 4.59 sec
[15:13:01]  START COFFEE         : 0.21 sec
[15:13:34]  DISPENSE COFFEE         : 33.20 sec
[15:13:35]  START OUTLET         : 0.19 sec
[15:13:40]  READY OUTLET         : 5.81 sec
[15:13:45]  DISPENSE OUTLET         : 4.26 sec
[15:13:45]     STOP MEASURE :: 아이스 아메리카노
[15:13:45]     TAKT TIME :: 59.01 sec
[15:13:45]===============================================================



[15:15:48]===============================================================
[15:15:48]     START MEASURE :: 아이스 헤이즐넛 아메
[15:15:48]---------------------------------------------------------------
[15:15:48]  START CUP           : 0.21 sec
[15:15:51]  READY CUP           : 2.79 sec
[15:15:54]  DISPENSE CUP        : 2.86 sec
[15:15:56]  START ICE           : 1.81 sec
[15:15:58]  READY ICE           : 2.13 sec
[15:16:02]  DISPENSE ICE        : 4.46 sec
[15:16:03]  START SYRUP         : 0.20 sec
[15:16:06]  READY SYRUP         : 3.21 sec
[15:16:07]  DISPENSE SYRUP         : 0.92 sec
[15:16:07]  START COFFEE         : 0.20 sec
[15:16:37]  DISPENSE COFFEE         : 30.41 sec
[15:16:38]  START OUTLET         : 0.19 sec
[15:16:45]  READY OUTLET         : 7.20 sec
[15:16:48]  DISPENSE OUTLET         : 3.61 sec
[15:16:48]     STOP MEASURE :: 아이스 헤이즐넛 아메
[15:16:48]     TAKT TIME :: 60.21 sec
[15:16:48]===============================================================



[15:16:49]===============================================================
[15:16:49]     START MEASURE :: 아이스 아메리카노
[15:16:49]---------------------------------------------------------------
[15:16:49]  START CUP           : 0.21 sec
[15:16:52]  READY CUP           : 3.54 sec
[15:16:55]  DISPENSE CUP        : 2.79 sec
[15:16:57]  START ICE           : 2.06 sec
[15:16:59]  READY ICE           : 2.15 sec
[15:17:04]  DISPENSE ICE        : 4.47 sec
[15:17:04]  START COFFEE         : 0.19 sec
[15:17:36]  DISPENSE COFFEE         : 32.35 sec
[15:17:37]  START OUTLET         : 0.18 sec
[15:17:43]  READY OUTLET         : 6.81 sec
[15:17:48]  DISPENSE OUTLET         : 4.26 sec
[15:17:48]     STOP MEASURE :: 아이스 아메리카노
[15:17:48]     TAKT TIME :: 59.00 sec
[15:17:48]===============================================================



[15:17:48]===============================================================
[15:17:48]     START MEASURE :: 카페라떼
[15:17:48]---------------------------------------------------------------
[15:17:48]  START CUP           : 0.20 sec
[15:17:51]  READY CUP           : 2.80 sec
[15:17:54]  DISPENSE CUP        : 2.80 sec
[15:17:55]  START COFFEE         : 1.66 sec
[15:17:57]  READY COFFEE         : 1.74 sec
[15:18:31]  DISPENSE COFFEE         : 34.21 sec
[15:18:32]  START OUTLET         : 0.19 sec
[15:18:40]  READY OUTLET         : 8.28 sec
[15:18:43]  DISPENSE OUTLET         : 3.59 sec
[15:18:43]     STOP MEASURE :: 카페라떼
[15:18:43]     TAKT TIME :: 55.46 sec
[15:18:43]===============================================================



[15:25:18]===============================================================
[15:25:18]     START MEASURE :: 아이스 아메리카노
[15:25:18]---------------------------------------------------------------
[15:25:19]  START CUP           : 0.19 sec
[15:25:22]  READY CUP           : 3.47 sec
[15:25:25]  DISPENSE CUP        : 2.60 sec
[15:25:27]  START ICE           : 2.21 sec
[15:25:29]  READY ICE           : 2.12 sec
[15:25:33]  DISPENSE ICE        : 4.46 sec
[15:25:34]  START COFFEE         : 0.20 sec
[15:26:07]  DISPENSE COFFEE         : 32.91 sec
[15:26:07]  START OUTLET         : 0.22 sec
[15:26:13]  READY OUTLET         : 5.80 sec
[15:26:17]  DISPENSE OUTLET         : 4.28 sec
[15:26:17]     STOP MEASURE :: 아이스 아메리카노
[15:26:17]     TAKT TIME :: 58.47 sec
[15:26:17]===============================================================



[15:27:33]===============================================================
[15:27:33]     START MEASURE :: 레몬에이드
[15:27:33]---------------------------------------------------------------
[15:27:34]  START CUP           : 0.20 sec
[15:27:36]  READY CUP           : 2.80 sec
[15:27:39]  DISPENSE CUP        : 2.79 sec
[15:27:41]  START ICE           : 1.80 sec
[15:27:43]  READY ICE           : 2.14 sec
[15:27:47]  DISPENSE ICE        : 3.60 sec
[15:27:47]  START SYRUP         : 0.20 sec
[15:27:50]  READY SYRUP         : 3.20 sec
[15:27:51]  DISPENSE SYRUP         : 0.86 sec
[15:27:51]  START SYRUP         : 0.20 sec
[15:27:52]  READY SYRUP         : 0.53 sec
[15:27:53]  DISPENSE SYRUP         : 1.47 sec
[15:27:53]  START OUTLET         : 0.20 sec
[15:28:03]  READY OUTLET         : 9.54 sec
[15:28:07]  DISPENSE OUTLET         : 3.60 sec
[15:28:07]     STOP MEASURE :: 레몬에이드
[15:28:07]     TAKT TIME :: 33.13 sec
[15:28:07]===============================================================



[15:28:20]===============================================================
[15:28:20]     START MEASURE :: 카페라떼
[15:28:20]---------------------------------------------------------------
[15:28:20]  START CUP           : 0.19 sec
[15:28:24]  READY CUP           : 3.54 sec
[15:28:26]  DISPENSE CUP        : 2.81 sec
[15:28:28]  START COFFEE         : 2.05 sec
[15:28:57]  DISPENSE COFFEE         : 28.95 sec
[15:28:58]  START OUTLET         : 0.20 sec
[15:29:04]  READY OUTLET         : 6.80 sec
[15:29:09]  DISPENSE OUTLET         : 4.26 sec
[15:29:09]     STOP MEASURE :: 카페라떼
[15:29:09]     TAKT TIME :: 48.79 sec
[15:29:09]===============================================================



[15:29:09]===============================================================
[15:29:09]     START MEASURE :: 아이스 아메리카노
[15:29:09]---------------------------------------------------------------
[15:29:09]  START CUP           : 0.20 sec
[15:29:12]  READY CUP           : 2.80 sec
[15:29:15]  DISPENSE CUP        : 3.00 sec
[15:29:17]  START ICE           : 1.66 sec
[15:29:19]  READY ICE           : 2.14 sec
[15:29:23]  DISPENSE ICE        : 4.46 sec
[15:29:23]  START COFFEE         : 0.20 sec
[15:29:55]  DISPENSE COFFEE         : 31.95 sec
[15:29:56]  START OUTLET         : 0.19 sec
[15:30:03]  READY OUTLET         : 7.28 sec
[15:30:06]  DISPENSE OUTLET         : 3.58 sec
[15:30:06]     STOP MEASURE :: 아이스 아메리카노
[15:30:06]     TAKT TIME :: 57.46 sec
[15:30:06]===============================================================



[15:35:51]===============================================================
[15:35:51]     START MEASURE :: 아이스 바닐라라떼
[15:35:51]---------------------------------------------------------------
[15:35:51]  START CUP           : 0.20 sec
[15:35:55]  READY CUP           : 3.54 sec
[15:35:58]  DISPENSE CUP        : 2.65 sec
[15:36:00]  START ICE           : 2.22 sec
[15:36:02]  READY ICE           : 2.09 sec
[15:36:05]  DISPENSE ICE        : 3.09 sec
[15:36:05]  START SYRUP         : 0.20 sec
[15:36:08]  READY SYRUP         : 2.80 sec
[15:36:11]  DISPENSE SYRUP         : 3.34 sec
[15:36:12]  START COFFEE         : 0.18 sec
[15:36:38]  DISPENSE COFFEE         : 26.02 sec
[15:36:38]  START OUTLET         : 0.20 sec
[15:36:44]  READY OUTLET         : 5.79 sec
[15:36:48]  DISPENSE OUTLET         : 4.29 sec
[15:36:48]     STOP MEASURE :: 아이스 바닐라라떼
[15:36:48]     TAKT TIME :: 56.61 sec
[15:36:48]===============================================================



[15:37:06]===============================================================
[15:37:06]     START MEASURE :: 아이스 바닐라라떼
[15:37:06]---------------------------------------------------------------
[15:37:07]  START CUP           : 0.21 sec
[15:37:09]  READY CUP           : 2.79 sec
[15:37:12]  DISPENSE CUP        : 2.87 sec
[15:37:14]  START ICE           : 1.81 sec
[15:37:16]  READY ICE           : 2.13 sec
[15:37:19]  DISPENSE ICE        : 3.01 sec
[15:37:19]  START SYRUP         : 0.19 sec
[15:37:23]  READY SYRUP         : 3.21 sec
[15:37:24]  DISPENSE SYRUP         : 1.27 sec
[15:37:24]  START COFFEE         : 0.20 sec
[15:37:58]  DISPENSE COFFEE         : 34.33 sec
[15:37:59]  START OUTLET         : 0.21 sec
[15:38:07]  READY OUTLET         : 8.18 sec
[15:38:10]  DISPENSE OUTLET         : 3.63 sec
[15:38:10]     STOP MEASURE :: 아이스 바닐라라떼
[15:38:10]     TAKT TIME :: 64.02 sec
[15:38:10]===============================================================



[15:43:46]===============================================================
[15:43:46]     START MEASURE :: 아이스 아메리카노
[15:43:46]---------------------------------------------------------------
[15:43:47]  START CUP           : 0.18 sec
[15:43:50]  READY CUP           : 3.49 sec
[15:43:53]  DISPENSE CUP        : 2.60 sec
[15:43:55]  START ICE           : 2.20 sec
[15:43:57]  READY ICE           : 2.13 sec
[15:44:01]  DISPENSE ICE        : 4.46 sec
[15:44:02]  START COFFEE         : 0.20 sec
[15:44:33]  DISPENSE COFFEE         : 31.80 sec
[15:44:34]  START OUTLET         : 0.20 sec
[15:44:39]  READY OUTLET         : 5.13 sec
[15:44:43]  DISPENSE OUTLET         : 4.28 sec
[15:44:43]     STOP MEASURE :: 아이스 아메리카노
[15:44:43]     TAKT TIME :: 56.66 sec
[15:44:43]===============================================================



[15:49:37]===============================================================
[15:49:37]     START MEASURE :: 카페라떼
[15:49:37]---------------------------------------------------------------
[15:49:38]  START CUP           : 0.20 sec
[15:49:40]  READY CUP           : 2.80 sec
[15:49:43]  DISPENSE CUP        : 2.92 sec
